complaint,category,urgency
I wish to report that requestnig a notice board at the Milan Vihar office showing teh scheduled maintenance days. Awaiting ur reply.,electricity,low
"hi, a patient was bleeding in the Ward 18 casualty and waited over an hour with no attention",healthcare,high
Kindly note that please share the grievance officer contact for the Sector 5 area. Please do it urgently if possible,ration_aadhar,low
Just want to say that pleasee inform teh process for adopting teh Sector 4 park for maintenance. Thank you.,sanitation,low
my pension has stopped for three months because of an Aadhaar mismatch n no income at home like always,ration_aadhar,high
This is to inform the concerned department that please share the grievance officer contact for the Model Town area even after so many complaints.,ration_aadhar,low
I want information on the penalty for spitting and littering in Teachers Colony. Many residents of the area feel the same way. Puri colony pareshan hai.,sanitation,low
Just want to say that power has been out in Model Town for 15 days adn my grandmother is dependent on an oxygen concentrator.,electricity,high
Lab reports from teh Patel Nagar hostpital take fifteen days when they were promised teh same day.,healthcare,medium
"Hello sir, please share the list of specialists visiting the New Basti centre and on which days. Please inform at your convenience",healthcare,low
"HI, A LEAKING PIPE HAS WASHED AWAY THE SOIL UNDER THE VIVEK VIHAR ROAD AND IT MAY CAVE IN EVEN AFTER SO MANY COMPLAINTS. THIS NEEDS ATTENTION TODAY ITSELF.",water_supply,high
requesting that bill be delivered by post as well for elderly residents of Anand Vihar. I can be contacted in evening after work hours,electricity,low
Construction debris has been lying on the Ward 21 roadside for 10 weeks. kindly treat this as an emergency,sanitation,medium
the staff at the Bank Colony health centre is rude and dismissive with patients who ask questions like always.,healthcare,medium
I want to know the load sanctioned on my connection in Gandhi Nagar like always. Appreciate your help,electricity,low
"look, the tanker for Milan Vihar is scheduled at ten but usually arrives after two. Kindly forward this to the right department if it is not yours. Kindly look into the matter.",water_supply,medium
encroachment by shops has narrowed Indira Colony road to half its width. this has been going on for a while now.,roads_transport,medium
just want to say that the ration distribution list for Sector 9 is not put up anywhere for people to check. appreciate your help.,ration_aadhar,medium
requesting nutrition advice sessions for young mothers at the Sector 4 centre. Appreciate your help.,healthcare,low
"we are really fed up, garbage has been dumped right next to the drinking water tank in Station Road. Please do not delay this further.",sanitation,high
THE STAFF AT THE WARD 7 HEALTH CENTRE IS RUDE AND DISMISSIVE WITH PATIENTS WHO ASK QUESTIONS AGAIN AND AGAIN.,healthcare,medium
Please note billing staff at teh Anand Vihar office keep sending us back for the same document again adn again. Hoping for a permanent fix this time.,electricity,medium
the ration distribution list for Jawahar Ward is not put up anywhere for people to check,ration_aadhar,medium
a wire has fallen on a parked vehicle in Jawahar Ward n it is sparking every few seconds,electricity,high
pleae note a dead animal has been lying near teh Sector 14 dump for twelve days adn the smell is unbearable. Hoping for a permanent fix this time.,sanitation,high
Please note people are dumping household waste in the empty plot in Krishna Colony every night. Kindly look into the matter,sanitation,medium
The valve operator for Teachers Colony opens the line for the other side first and we get very little.,water_supply,medium
The drain near the Panchsheel Nagar park has been giving a bad smell for over a month. Kripya jaldi karwa dijiye,sanitation,medium
Submitting this complaint to inform that requesting a help desk for elderly applicants at the Milan Vihar centre. Appreciate your help.,ration_aadhar,low
Please share the helpline for reporting overcharging by autos in Civil Lines.,roads_transport,low
This is to inform the concerned department that the Rose Garden shop does not display the stock and rate board as required. I can be contacted in the evening after work hours. Kindly look into the matter.,ration_aadhar,medium
I would like information about free medicine scheme available at Anand Vihar centre honestly speaking. kindly guide me.,healthcare,low
Just want to say that the voltage in Sun City is so low that neither the fan nor the motor runs properly.,electricity,medium
my new card application from Dev Nagar has been in process for 2 months. We have complained earlier as well.,ration_aadhar,medium
Submitting this complain to inform that requesting a speed braeker on the lane approaching teh Patel Nagar school. I am writing on behalf of a few families in the lane.,roads_transport,low
"We are really fed up, the dealer in Vivek Vihar is refusing to give our quota and says the stock is over every time.",ration_aadhar,high
"Madam ji, a small leakage in the Ward 18 main line has been reported twice but not repaired. Bahut dikkat ho rahi hai humein",water_supply,medium
Kindly note that my new connection application for Bank Colony has been pending for three weeks with no update even after so many complaints. pls send someone imediately.,electricity,medium
